GEOCODE,ID,COD_SET_ZO,COD_QDR_ZO,COD_LOG_ZO,COD_CNDM_Z,COD_LOTE_Z,SGL_SUBP_E,SGL_DSTR_E,COD_TSTD_Z,IND_VRFC_E,IND_EXCL_I,SGL_ZONA_0,COD_PRMR_0,SGL_LNDR_0,COD_TIP_LE,COD_LEGC_0,ANO_LEGC_0,IND_ADCA_C,SGL_ZONA_1,COD_PRMR_1,SGL_LNDR_1,COD_TIP__1,COD_LEGC_1,ANO_LEGC_1,SGL_ZONA_2,COD_PRMR_2,SGL_LNDR_2,COD_TIP__2,COD_LEGC_2,ANO_LEGC_2,SGL_ZONA_3,COD_PRMR_3,SGL_LNDR_3,COD_TIP__3,COD_LEGC_3,ANO_LEGC_3,SGL_ZONA_4,COD_PRMR_4,SGL_LNDR_4,COD_TIP__4,COD_LEGC_4,ANO_LEGC_4,SGL_ZONA_5,COD_PRMR_5,SGL_LNDR_5,COD_TIP__5,COD_LEGC_5,ANO_LEGC_5,COD_AREA_C,COD_AREA_L,COD_END_LO,COD_NUM_PO,COD_SIT,VALOR_MET_,VALOR_ME_1,NUM_PAV,SGL_ZON_UR,ANO_CONST,IND_EXCL_O,TXT_OBS_01,NOME_CID_E,NOME_EST_E,NOME_PAIS_,REG_LIM_AD,COD_QUAD,COD_ANO,Lat_Y_,Long_X_,COND 
"RUA CANTAREIRA, 135, SAO PAULO, SAO PAULO,  - BRASIL","226015517836000179","226","015","517836","00","0179",JT,TRE,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",85.00,106.00,RUA CANTAREIRA,"135",,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,,"1","2021","-23,5424219","-46,630446","0"
"RUA ANA DO SACRAMENTO ANDRADE, 157, SAO PAULO, SAO PAULO,  - BRASIL","226015355224000132","226","015","355224","00","0132",JT,TRE,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",192.00,120.00,RUA ANA DO SACRAMENTO ANDRADE,"157",,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,,"1","2021","-23,4174578","-46,5831888","0"
"RUA CANTAREIRA, 355, SAO PAULO, SAO PAULO,  - BRASIL","226015517836000137","226","015","517836","00","0137",JT,TRE,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",240.00,100.00,RUA CANTAREIRA,"355",,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,,"1","2021","-23,541016","-46,6299667","0"
"RUA DOMINGOS DE ROQUE, 41, SAO PAULO, SAO PAULO,  - BRASIL","198003060160000024","198","003","060160","00","0024",JT,TRE,"1",S,S,ZMA,"0",,L,"16402","2016",S,QA,"12",,L,"16402","2016",MA,"5",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",77.00,69.00,RUA DOMINGOS DE ROQUE,"41",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,,"1","2021","-23,4475661","-46,5985916","0"
"RUA CAIOBA, 116, SAO PAULO, SAO PAULO,  - BRASIL","102064038750000074","102","064","038750","00","0074",MO,ARA,"1",S,S,ZM,"0",,L,"16402","2016",S,QA,"6",,L,"16402","2016",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",266.00,240.00,RUA CAIOBA,"116",R,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,,"1","2021","-23,5779675","-46,5666884","0"
"RUA ANA DO SACRAMENTO ANDRADE, 43, SAO PAULO, SAO PAULO,  - BRASIL","226015355224000110","226","015","355224","00","0110",JT,TRE,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",160.00,100.00,RUA ANA DO SACRAMENTO ANDRADE,"43",,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,,"1","2021","-23,4166438","-46,583876","0"
"RUA CARAPEBUS, 521, SAO PAULO, SAO PAULO,  - BRASIL","137087057126000048","137","087","057126","00","0048",GU,GUA,"1",S,S,ZEIS-1,"0",,L,"16402","2016",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",109.00,250.00,RUA CARAPEBUS,"521",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,,"1","2021","-23,5628254","-46,4244567","0"
"RUA ANA DO SACRAMENTO ANDRADE, 95, SAO PAULO, SAO PAULO,  - BRASIL","226015355224000118","226","015","355224","00","0118",JT,TRE,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",80.00,100.00,RUA ANA DO SACRAMENTO ANDRADE,"95",,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,,"1","2021","-23,4169091","-46,5836531","0"
"RUA IPOEMA, 245, SAO PAULO, SAO PAULO,  - BRASIL","149172662119000087","149","172","662119","00","0087",SB,SAP,"1",S,S,ZEIS-1,"0",,L,"16402","2016",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",210.00,125.00,RUA IPOEMA,"245",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,,"1","2021","-23,5991826","-46,4970407","0"
"RUA MARIO ARAUJO, 161, SAO PAULO, SAO PAULO,  - BRASIL","072100134481000111","072","100","134481","00","0111",ST,STN,"1",S,S,ZM,"0",,L,"16402","2016",S,QA,"8",,L,"16402","2016",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",74.00,72.00,RUA MARIO ARAUJO,"161",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,,"1","2021","-23,4965025","-46,6336042","0"
"RUA CANTAREIRA, 245, SAO PAULO, SAO PAULO,  - BRASIL","226015517836000157","226","015","517836","00","0157",JT,TRE,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",240.00,100.00,RUA CANTAREIRA,"245",,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,,"1","2021","-23,541979","-46,6303199","0"
"RUA MAJ BARACCA, 1053, SAO PAULO, SAO PAULO,  - BRASIL","066014028746000046","066","014","028746","00","0046",JT,JAC,"1",S,S,ZM,"0",,L,"16402","2016",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",168.00,131.00,RUA MAJ BARACCA,"1053",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,,"1","2021","-23,4747853","-46,5634256","0"
"RUA CANTAREIRA, 151, SAO PAULO, SAO PAULO,  - BRASIL","226015517836000176","226","015","517836","00","0176",JT,TRE,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",650.00,450.00,RUA CANTAREIRA,"151",,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,,"1","2021","-23,5427898","-46,6306416","0"
"RUA MATEUS MENDES PEREIRA, 55, SAO PAULO, SAO PAULO,  - BRASIL","145094664766000123","145","094","664766","00","0123",IQ,PQC,"1",S,S,ZM,"0",,L,"16402","2016",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",225.00,150.00,RUA MATEUS MENDES PEREIRA,"55",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,,"1","2021","-23,5650244","-46,4732908","0"
"RUA ANA DO SACRAMENTO ANDRADE, 155, SAO PAULO, SAO PAULO,  - BRASIL","226015355224000131","226","015","355224","00","0131",JT,TRE,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",192.00,120.00,RUA ANA DO SACRAMENTO ANDRADE,"155",,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,,"1","2021","-23,4174132","-46,5832095","0"
"RUA ANA DO SACRAMENTO ANDRADE, 115, SAO PAULO, SAO PAULO,  - BRASIL","226015355224000122","226","015","355224","00","0122",JT,TRE,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",160.00,100.00,RUA ANA DO SACRAMENTO ANDRADE,"115",,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,,"1","2021","-23,4170916","-46,5835639","0"
"RUA CANTAREIRA, 95, SAO PAULO, SAO PAULO,  - BRASIL","226015517836000187","226","015","517836","00","0187",JT,TRE,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",276.00,115.00,RUA CANTAREIRA,"95",,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,,"1","2021","-23,543208","-46,6308228","0"
"RUA DOS DEMOCRATAS, 1039, SAO PAULO, SAO PAULO,  - BRASIL","047179057860000346","047","179","057860","00","0346",VM,SAU,"1",S,S,ZEUP,"0",,L,"16402","2016",S,QA,"4",,L,"16402","2016",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",335.00,213.00,RUA DOS DEMOCRATAS,"1039",R,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,,"1","2021","-23,6287014","-46,6323255","0"
"RUA CANTAREIRA, 165, SAO PAULO, SAO PAULO,  - BRASIL","226015517836000175","226","015","517836","00","0175",JT,TRE,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",320.00,100.00,RUA CANTAREIRA,"165",,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,,"1","2021","-23,5426492","-46,6306026","0"
"RUA CANTAREIRA, 161, SAO PAULO, SAO PAULO,  - BRASIL","226015517836000174","226","015","517836","00","0174",JT,TRE,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",240.00,100.00,RUA CANTAREIRA,"161",,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,,"1","2021","-23,5427156","-46,6304633","0"
"RUA CANTAREIRA, 351, SAO PAULO, SAO PAULO,  - BRASIL","226015517836000138","226","015","517836","00","0138",JT,TRE,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",160.00,100.00,RUA CANTAREIRA,"351",,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,,"1","2021","-23,5410736","-46,6299246","0"
"RUA BALTAZAR DE MORAIS, 459, SAO PAULO, SAO PAULO,  - BRASIL","067179027561000041","067","179","027561","00","0041",ST,TUC,"1",S,S,ZM,"0",,L,"16402","2016",S,QA,"8",,L,"16402","2016",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",255.00,155.00,RUA BALTAZAR DE MORAIS,"459",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,,"1","2021","-23,4783767","-46,5898135","0"
"RUA CANTAREIRA, 175, SAO PAULO, SAO PAULO,  - BRASIL","226015517836000171","226","015","517836","00","0171",JT,TRE,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",240.00,100.00,RUA CANTAREIRA,"175",,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,,"1","2021","-23,5425974","-46,6305763","0"
"RUA CANTAREIRA, 321, SAO PAULO, SAO PAULO,  - BRASIL","226015517836000144","226","015","517836","00","0144",JT,TRE,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",160.00,100.00,RUA CANTAREIRA,"321",,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,,"1","2021","-23,5413472","-46,6301066","0"
"RUA CANTAREIRA, 61, SAO PAULO, SAO PAULO,  - BRASIL","226015517836000194","226","015","517836","00","0194",JT,TRE,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",160.00,100.00,RUA CANTAREIRA,"61",,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,,"1","2021","-23,5433433","-46,6307372","0"
"RUA HENRIQUE BRAGLIA, 427, SAO PAULO, SAO PAULO,  - BRASIL","068015062251000331","068","015","062251","00","0331",ST,TUC,"1",S,S,ZEU,"0",,L,"16402","2016",S,QA,"8",,L,"16402","2016",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",126.00,87.00,RUA HENRIQUE BRAGLIA,"427",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,,"1","2021","-23,489452","-46,6061574","0"
"RUA CANTAREIRA, 105, SAO PAULO, SAO PAULO,  - BRASIL","226015517836000185","226","015","517836","00","0185",JT,TRE,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",266.00,111.00,RUA CANTAREIRA,"105",,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,,"1","2021","-23,5431971","-46,6307788","0"
"RUA ANA DO SACRAMENTO ANDRADE, 53, SAO PAULO, SAO PAULO,  - BRASIL","226015355224000111","226","015","355224","00","0111",JT,TRE,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",160.00,100.00,RUA ANA DO SACRAMENTO ANDRADE,"53",,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,,"1","2021","-23,4166866","-46,5838384","0"
"AV DOIS (LOTEAMENTO NV PINHEIROS), , SAO PAULO, SAO PAULO,  - BRASIL","185165533033000008","185","165","533033","00","0008",BT,RTA,"2",S,S,ZMA,"0",,L,"16402","2016",S,QA,"12",,L,"16402","2016",MA,"5",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,2082.00,AV DOIS (LOTEAMENTO NV PINHEIROS),,D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,,"1","2021","-23,5645235","-46,6684122","0"
"RUA BRITA, 183, SAO PAULO, SAO PAULO,  - BRASIL","060050036633000054","060","050","036633","00","0054",PE,CNG,"1",S,S,ZM,"0",,L,"16402","2016",S,QA,"2",,L,"16402","2016",MA,"8",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",108.00,79.00,RUA BRITA,"183",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,,"1","2021","-23,5099414","-46,5381978","0"
"RUA BRITA, 163, SAO PAULO, SAO PAULO,  - BRASIL","060050036633000059","060","050","036633","00","0059",PE,CNG,"2",S,S,ZM,"0",,L,"16402","2016",S,QA,"2",,L,"16402","2016",MA,"8",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",104.00,144.00,RUA BRITA,"163",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,,"1","2021","-23,5097596","-46,5381642","0"
"RUA CANTAREIRA, 331, SAO PAULO, SAO PAULO,  - BRASIL","226015517836000142","226","015","517836","00","0142",JT,TRE,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",160.00,100.00,RUA CANTAREIRA,"331",,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,,"1","2021","-23,5412383","-46,6300606","0"
"RUA ANA DO SACRAMENTO ANDRADE, 63, SAO PAULO, SAO PAULO,  - BRASIL","226015355224000113","226","015","355224","00","0113",JT,TRE,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",160.00,100.00,RUA ANA DO SACRAMENTO ANDRADE,"63",,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,,"1","2021","-23,4167505","-46,5838248","0"
"RUA CANTAREIRA, 201, SAO PAULO, SAO PAULO,  - BRASIL","226015517836000166","226","015","517836","00","0166",JT,TRE,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",320.00,100.00,RUA CANTAREIRA,"201",,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,,"1","2021","-23,5423502","-46,630482","0"
"RUA B (LOTEAMENTO NV PINHEIROS), , SAO PAULO, SAO PAULO,  - BRASIL","185167533050000005","185","167","533050","00","0005",BT,RTA,"1",S,S,ZMA,"0",,L,"16402","2016",S,ZEPAM,"0",,L,"16402","2016",QA,"12",,L,"16402","2016",MA,"5",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",0.00,2268.00,RUA B (LOTEAMENTO NV PINHEIROS),,D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,,"1","2021","-23,561675","-46,6752641","0"
"RUA CAOPIA, 390, SAO PAULO, SAO PAULO,  - BRASIL","156013673048000141","156","013","673048","00","0141",VP,SLU,"1",S,S,ZM,"0",,L,"16402","2016",S,QA,"6",,L,"16402","2016",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",169.00,125.00,RUA CAOPIA,"390",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,,"1","2021","-23,6020612","-46,5389713","0"
"AV DOIS (LOTEAMENTO NV PINHEIROS), , SAO PAULO, SAO PAULO,  - BRASIL","185166533033000005","185","166","533033","00","0005",BT,RTA,"1",S,S,ZMA,"0",,L,"16402","2016",S,QA,"12",,L,"16402","2016",MA,"5",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,2285.00,AV DOIS (LOTEAMENTO NV PINHEIROS),,D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,,"1","2021","-23,5645235","-46,6684122","0"
"RUA CANTAREIRA, 295, SAO PAULO, SAO PAULO,  - BRASIL","226015517836000149","226","015","517836","00","0149",JT,TRE,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",160.00,100.00,RUA CANTAREIRA,"295",,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,,"1","2021","-23,5414901","-46,6303462","0"
"RUA ESTEVAO MELIO, 137, SAO PAULO, SAO PAULO,  - BRASIL","065010066877000152","065","010","066877","00","0152",MG,VMR,"1",S,S,ZM,"0",,L,"16402","2016",S,QA,"8",,L,"16402","2016",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",91.00,88.00,RUA ESTEVAO MELIO,"137",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,,"1","2021","-23,4976483","-46,5798027","0"
"AV PADRE ORLANDO GARCIA DA SILVEIRA, 769, SAO PAULO, SAO PAULO,  - BRASIL","127030157910000051","127","030","157910","00","0051",FO,BRL,"3",S,S,ZEIS-1,"0",,L,"16402","2016",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",1828.00,715.00,AV PADRE ORLANDO GARCIA DA SILVEIRA,"769",R,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,,"1","2021","-23,467552","-46,6789937","0"
"RUA CANTAREIRA, 241, SAO PAULO, SAO PAULO,  - BRASIL","226015517836000158","226","015","517836","00","0158",JT,TRE,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",320.00,100.00,RUA CANTAREIRA,"241",,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,,"1","2021","-23,5420122","-46,6303333","0"
"RUA ACURAMA, 41, SAO PAULO, SAO PAULO,  - BRASIL","148068669032000081","148","068","669032","00","0081",AR,ARI,"1",S,S,ZM,"0",,L,"16402","2016",S,QA,"6",,L,"16402","2016",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",440.00,315.00,RUA ACURAMA,"41",R,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,,"1","2021","-23,5825889","-46,5055266","0"
"RUA CANTAREIRA, 51, SAO PAULO, SAO PAULO,  - BRASIL","226015517836000196","226","015","517836","00","0196",JT,TRE,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",160.00,100.00,RUA CANTAREIRA,"51",,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,,"1","2021","-23,5438759","-46,6310015","0"
"RUA CANTAREIRA, 65, SAO PAULO, SAO PAULO,  - BRASIL","226015517836000192","226","015","517836","00","0192",JT,TRE,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",240.00,100.00,RUA CANTAREIRA,"65",,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,,"1","2021","-23,5432883","-46,6308569","0"
"RUA ANA DO SACRAMENTO ANDRADE, 33, SAO PAULO, SAO PAULO,  - BRASIL","226015355224000106","226","015","355224","00","0106",JT,TRE,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",30.00,100.00,RUA ANA DO SACRAMENTO ANDRADE,"33",,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,,"1","2021","-23,4165245","-46,5840677","0"
"RUA ANA DO SACRAMENTO ANDRADE, 121, SAO PAULO, SAO PAULO,  - BRASIL","226015355224000125","226","015","355224","00","0125",JT,TRE,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",160.00,100.00,RUA ANA DO SACRAMENTO ANDRADE,"121",,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,,"1","2021","-23,4171823","-46,5834785","0"
"RUA CANTAREIRA, 145, SAO PAULO, SAO PAULO,  - BRASIL","226015517836000177","226","015","517836","00","0177",JT,TRE,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",240.00,100.00,RUA CANTAREIRA,"145",,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,,"1","2021","-23,5428151","-46,6308098","0"
"RUA ANA DO SACRAMENTO ANDRADE, 113, SAO PAULO, SAO PAULO,  - BRASIL","226015355224000121","226","015","355224","00","0121",JT,TRE,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",160.00,100.00,RUA ANA DO SACRAMENTO ANDRADE,"113",,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,,"1","2021","-23,4170494","-46,5835977","0"
"RUA CAOPIA, 388, SAO PAULO, SAO PAULO,  - BRASIL","156013673048000142","156","013","673048","00","0142",VP,SLU,"1",S,S,ZM,"0",,L,"16402","2016",S,QA,"6",,L,"16402","2016",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",203.00,125.00,RUA CAOPIA,"388",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,,"1","2021","-23,6020751","-46,5390007","0"
"RUA IBERIS, 52, SAO PAULO, SAO PAULO,  - BRASIL","116049495271000619","116","049","495271","00","0619",AR,CAR,"1",S,S,ZEUP,"0",,L,"16402","2016",S,QA,"6",,L,"16402","2016",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",110.00,80.00,RUA IBERIS,"52",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,,"1","2021","-23,5564668","-46,5210696","0"
"RUA ANA DO SACRAMENTO ANDRADE, 35, SAO PAULO, SAO PAULO,  - BRASIL","226015355224000107","226","015","355224","00","0107",JT,TRE,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",80.00,100.00,RUA ANA DO SACRAMENTO ANDRADE,"35",,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,,"1","2021","-23,4165472","-46,5840603","0"
"AV DOIS (LOTEAMENTO NV PINHEIROS), , SAO PAULO, SAO PAULO,  - BRASIL","185166533033000008","185","166","533033","00","0008",BT,RTA,"1",S,S,ZMA,"0",,L,"16402","2016",S,QA,"12",,L,"16402","2016",MA,"5",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,2097.00,AV DOIS (LOTEAMENTO NV PINHEIROS),,D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,,"1","2021","-23,5645235","-46,6684122","0"
"RUA MARCOS JUAREZ, 46, SAO PAULO, SAO PAULO,  - BRASIL","110105129690000056","110","105","129690","00","0056",PE,CNG,"3",S,S,ZM,"0",,L,"16402","2016",S,QA,"2",,L,"16402","2016",MA,"8",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",75.00,95.00,RUA MARCOS JUAREZ,"46",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,,"1","2021","-23,5080324","-46,5162944","0"
